date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:21:14	110634/110634	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Aug%202023%2002:21:14%20GMT	https://www.agoda.com/vi-vn/pagenotfound.html	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/pagenotfound.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:14%20GMT	https://www.agoda.com/sdk.js	C:/My%20Web%20Sites/agodatravel/www.agoda.com/sdk.js	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:14%20GMT	https://www.agoda.com/vi-vn/CommonMark.dtd	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/CommonMark.dtd	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:14%20GMT	https://www.agoda.com/vi-vn/;/?:@&=+$,	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/;/indexefc6.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:15%20GMT	https://www.agoda.com/vi-vn/window.location.href	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/window.location.1a.delayed	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:15%20GMT	https://www.agoda.com/vi-vn/x-file://	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/x-file_/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:17	38332/38332	---M--	200	added ('OK')	image/png	etag:%221dcf3918ccaad31:0%22	http://cdn6.agoda.net/images/mvc/flags/bg-sprite-flags.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/flags/bg-sprite-flags.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:17	190187/190187	---M--	200	added ('OK')	image/png	etag:%222029a3a8a47d11:0%22	https://cdn6.agoda.net/images/desktop/sprite_second_v31.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/desktop/sprite_second_v31.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:17	1267/1267	---M--	200	added ('OK')	image/png	etag:%22bfdaf3f7674acf1:0%22	https://img.agoda.net/images/ABTest/ABTest2317/icon-occ-search.png	C:/My%20Web%20Sites/agodatravel/img.agoda.net/images/ABTest/ABTest2317/icon-occ-search.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:20	73475/73475	---M--	200	added ('OK')	image/png	etag:%22ca15d2cd296d01:0%22	http://cdn0.agoda.net/images/mvc/default/bg-sprite-icons_v7.png	C:/My%20Web%20Sites/agodatravel/cdn0.agoda.net/images/mvc/default/bg-sprite-icons_v7.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:15%20GMT	https://www.agoda.com/vi-vn/edge/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/edge/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:20	1411/1411	---M--	200	added ('OK')	image/png	etag:%2280d715cc30c8cb1:0%22	http://cdn1.agoda.net/images/default/icon_alarm_clock.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/default/icon_alarm_clock.1f.delayed	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:17%20GMT	https://www.agoda.com/vi-vn/iemobile/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/iemobile/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:17%20GMT	https://www.agoda.com/vi-vn/firefox/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/firefox/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:21	1169/1169	---M--	200	added ('OK')	image/png	etag:%22509b3a2231c8cb1:0%22	http://cdn1.agoda.net/images/default/icon_couple.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/default/icon_couple.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:21	25520/25520	---M--	200	added ('OK')	image/gif	etag:%220e5685ce1cc1:0%22	http://cdn1.agoda.net/images/ar-ae/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ar-ae/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:23	38600/38600	---M--	200	added ('OK')	image/gif	etag:%2203480f1c85fcb1:0%22	http://cdn1.agoda.net/images/id-id/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/id-id/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:25	39153/39153	---M--	200	added ('OK')	image/gif	etag:%2204ec4d8c95fcb1:0%22	http://cdn1.agoda.net/images/ms-my/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ms-my/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:25	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:21%20GMT	https://www.agoda.com/vi-vn/opera/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/opera/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:26	21670/21670	---M--	200	added ('OK')	image/gif	etag:%22043ca049a3cc1:0%22	http://cdn1.agoda.net/images/bg-bg/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/bg-bg/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:21%20GMT	https://www.agoda.com/vi-vn/opr/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/opr/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:21%20GMT	https://www.agoda.com/vi-vn/chrome/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/chrome/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:27	38355/38355	---M--	200	added ('OK')	image/gif	etag:%220434b96c25fcb1:0%22	http://cdn1.agoda.net/images/ca-es/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ca-es/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:28	23515/23515	---M--	200	added ('OK')	image/gif	etag:%2208e82ad24d7cb1:0%22	http://cdn1.agoda.net/images/hr-hr/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/hr-hr/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:28	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:25%20GMT	https://www.agoda.com/vi-vn/safari/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/safari/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:30	43946/43946	---M--	200	added ('OK')	image/gif	etag:%220715b8dc45fcb1:0%22	http://cdn1.agoda.net/images/cs-cz/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/cs-cz/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:32	37612/37612	---M--	200	added ('OK')	image/gif	etag:%2201fa96c8960cb1:0%22	http://cdn1.agoda.net/images/da-dk/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/da-dk/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:33	20062/20062	---M--	200	added ('OK')	image/gif	etag:%220efd6946c8dcc1:0%22	http://cdn1.agoda.net/images/nl-nl/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/nl-nl/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:34	23803/23803	---M--	200	added ('OK')	image/gif	etag:%2209ca9b424d7cb1:0%22	http://cdn1.agoda.net/images/et-ee/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/et-ee/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:35	38093/38093	---M--	200	added ('OK')	image/gif	etag:%220ab5b33c65fcb1:0%22	http://cdn1.agoda.net/images/fi-fi/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/fi-fi/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:37	40797/40797	---M--	200	added ('OK')	image/gif	etag:%22099b854be5fcb1:0%22	http://cdn1.agoda.net/images/fr-fr/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/fr-fr/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:38	36067/36067	---M--	200	added ('OK')	image/gif	etag:%22492c94253791cb1:0%22	http://cdn1.agoda.net/images/de-de/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/de-de/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:40	41161/41161	---M--	200	added ('OK')	image/gif	etag:%22037e27ac65fcb1:0%22	http://cdn1.agoda.net/images/el-gr/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/el-gr/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:42	38233/38233	---M--	200	added ('OK')	image/gif	etag:%220a45ec8c65fcb1:0%22	http://cdn1.agoda.net/images/he-il/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/he-il/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:43	38718/38718	---M--	200	added ('OK')	image/gif	etag:%22090194cc95fcb1:0%22	http://cdn1.agoda.net/images/hi-in/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/hi-in/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:44	21185/21185	---M--	200	added ('OK')	image/gif	etag:%220723e6dcc79cc1:0%22	http://cdn1.agoda.net/images/hu-hu/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/hu-hu/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:46	37997/37997	---M--	200	added ('OK')	image/gif	etag:%2201fc7c4be5fcb1:0%22	http://cdn1.agoda.net/images/it-it/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/it-it/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:47	36847/36847	---M--	200	added ('OK')	image/gif	etag:%22045fb5abf5fcb1:0%22	http://cdn1.agoda.net/images/ja-jp/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ja-jp/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:49	36950/36950	---M--	200	added ('OK')	image/gif	etag:%220de8b9fc95fcb1:0%22	http://cdn1.agoda.net/images/ko-kr/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ko-kr/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:50	25253/25253	---M--	200	added ('OK')	image/gif	etag:%22026f9a324d7cb1:0%22	http://cdn1.agoda.net/images/lv-lv/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/lv-lv/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:51	22703/22703	---M--	200	added ('OK')	image/gif	etag:%220433be24d7cb1:0%22	http://cdn1.agoda.net/images/lt-lt/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/lt-lt/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:53	37763/37763	---M--	200	added ('OK')	image/gif	etag:%220b5c84eca5fcb1:0%22	http://cdn1.agoda.net/images/nb-no/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/nb-no/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:53	21351/21351	---M--	200	added ('OK')	image/gif	etag:%220fe9783cb79cc1:0%22	http://cdn1.agoda.net/images/pl-pl/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/pl-pl/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:55	40699/40699	---M--	200	added ('OK')	image/gif	etag:%220188c45cb5fcb1:0%22	http://cdn1.agoda.net/images/ru-ru/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/ru-ru/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:21:55	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:26%20GMT	https://www.agoda.com/vi-vn/trident/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/trident/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:21:27%20GMT	https://www.agoda.com/vi-vn/Version/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/Version/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:21:58	35463/35463	---M--	200	added ('OK')	image/gif	etag:%220702235c05fcb1:0%22	http://cdn1.agoda.net/images/zh-cn/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/zh-cn/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:00	35377/35377	---M--	200	added ('OK')	image/gif	etag:%2203cc797bf5fcb1:0%22	http://cdn1.agoda.net/images/zh-tw/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/zh-tw/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
